SMILES,Most Basic,Most Acidic,Mass Solubility pH 1,Mass Solubility pH 2,Mass Solubility pH 3,Mass Solubility pH 4,Mass Solubility pH 5,Mass Solubility pH 6,Mass Solubility pH 7,Mass Solubility pH 8,Mass Solubility pH 9,Mass Solubility pH 10,LogD pH 1,LogD pH 2,LogD pH 3,LogD pH 4,LogD pH 5,LogD pH 6,LogD pH 7,LogD pH 8,LogD pH 9,LogD pH 10,Water Solubility,Caco-2 permeable,Melting Point (°C),Boiling Point (°C),Bioavailability,Bi Basic,Bi Acidic
CN1CCC(C1)CN2c3ccccc3Sc4ccccc24,10.09,,5.0,4.7,4.7,4.7,4.7,4.2,2.1,0.36,0.042,0.0074,1.51,1.53,1.54,1.54,1.54,1.59,1.89,2.66,3.59,4.33,0.000348,0.7779,87.5,,1.0,1,0
CN1CCC(CC1)=C2c3ccccc3C=Cc4ccccc24,8.95,,14.0,14.0,14.0,13.0,12.0,5.5,0.89,0.1,0.02,0.012,2.72,2.72,2.72,2.73,2.78,3.1,3.9,4.83,5.54,5.78,,0.8038,76.1,,1.0,1,0
CN1CCC(CC1)=C2c3ccccc3CC(=O)c4sccc24,8.84,,43.0,43.0,43.0,43.0,37.0,16.0,2.4,0.28,0.059,0.037,-0.91,-0.91,-0.91,-0.9,-0.84,-0.46,0.37,1.29,1.96,2.16,0.00787,0.8867,152.5,,1.0,1,0
CN1CCC(CC1)=C2c3ccccc3CCc4cccnc24,8.74,,999.0,999.0,999.0,799.0,537.0,220.0,32.0,3.8,0.81,0.52,-1.4,-1.32,-0.95,-0.52,-0.35,0.04,0.87,1.8,2.46,2.66,,0.7341,153,,1.0,1,0
CN1CCC(CC1)=C2c3ccccc3CCn4c(C=O)cnc24,8.76,,280.0,230.0,95.0,37.0,26.0,13.0,2.1,0.24,0.046,0.025,-1.43,-1.34,-0.96,-0.55,-0.4,-0.08,0.7,1.63,2.36,2.62,,0.5974,,556.247,1.0,1,0
CN1CCC(CC1)=C2c3ccccc3Sc4ccccc24,8.83,,20.0,20.0,20.0,20.0,17.0,7.0,1.1,0.12,0.027,0.017,1.21,1.21,1.21,1.22,1.28,1.67,2.5,3.43,4.09,4.28,0.00433,,,,1.0,1,0
CN1CCC(CC1)=C2c3ccsc3CCc4ccccc24,9.04,,97.0,97.0,97.0,97.0,89.0,47.0,8.0,0.95,0.17,0.086,-0.39,-0.39,-0.39,-0.38,-0.34,-0.06,0.7,1.63,2.39,2.66,,,,,1.0,1,0
CN1CCC(CC1)OC(c2ccccc2)c3ccccc3,8.42,,343.0,343.0,343.0,329.0,230.0,59.0,7.3,0.98,0.34,0.281,0.33,0.33,0.33,0.35,0.5,1.09,2.0,2.87,3.33,3.42,0.0188,0.8103,,,1.0,1,0
CN1CCC2=C(C1)C(c3ccccc3)c4ccccc24,8.48,,29.0,29.0,29.0,29.0,21.0,5.7,0.73,0.094,0.031,0.024,0.71,0.71,0.71,0.72,0.86,1.42,2.32,3.2,3.69,3.79,0.0277,0.7539,91,,1.0,1,0
CN1CCC2=C(C1)c3ccccc3Cc4ccccc24,8.34,,55.0,55.0,55.0,52.0,34.0,8.1,0.97,0.14,0.052,0.044,0.54,0.54,0.54,0.56,0.73,1.37,2.29,3.14,3.55,3.63,0.0338,,,,1.0,1,0
CN1CCCCC1C(=O)Nc2c(C)cccc2C,8.29,14.85,1000.0,1000.0,1000.0,1000.0,875.0,120.0,15.0,3.4,2.4,2.3,-1.79,-1.41,-1.32,-1.23,-0.8,0.05,0.97,1.59,1.76,1.78,7.0,0.6836,150.5,,1.0,1,1
CN1CCCCC1CCN2c3ccccc3Sc4ccc(cc24)[S](C)=O,9.84,,7.7,7.7,7.7,7.7,7.7,6.6,2.9,0.46,0.054,0.011,0.06,0.06,0.06,0.06,0.06,0.12,0.47,1.28,2.21,2.9,0.0767,0.5609,,,1.0,1,0
CN1CCCN=C1COC(=O)C(O)(C2CCCCC2)c3ccccc3,10.91,12.05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.45,0.083,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.97,2.26,2.99,0.00661,-0.536,,,1.0,1,1
CN1CCC[C@@H]1Cc2c[nH]c3ccc(CC[S](=O)(=O)c4ccccc4)cc23,10.35,17.14,28.0,28.0,28.0,28.0,27.0,26.0,18.0,4.6,0.57,0.077,-0.12,-0.12,-0.12,-0.12,-0.11,-0.1,0.06,0.65,1.56,2.43,,-0.628,,,1.0,1,1
CN1CCN(CC/C=C/2c3ccccc3Sc4ccc(cc24)[S](=O)(=O)N(C)C)CC1,7.65,,39.0,34.0,17.0,4.9,1.5,0.21,0.024,0.0053,0.0033,0.0031,-0.37,-0.32,-0.02,0.51,1.04,1.89,2.82,3.49,3.69,3.72,0.0139,-0.6277,,,1.0,1,0
CN1CCN(CC1)C(=O)OC2N(C(=O)c3nccnc23)c4ccc(Cl)cn4,6.7,,14.0,14.0,11.0,4.3,0.58,0.07,0.017,0.012,0.011,0.011,-0.39,-0.38,-0.29,0.15,1.01,1.93,2.53,2.69,2.71,2.71,0.885,0.5805,178,,1.0,1,0
CN1CCN(CC1)C(=O)O[C@@H]2N(C(=O)c3nccnc23)c4ccc(Cl)cn4,6.7,,14.0,14.0,11.0,4.3,0.58,0.07,0.017,0.012,0.011,0.011,-0.39,-0.38,-0.29,0.15,1.01,1.93,2.53,2.69,2.71,2.71,,0.5805,202.5,487.2,1.0,1,0
CN1CCN(CC1)C(c2ccccc2)c3ccc(Cl)cc3,7.47,,999.0,999.0,749.0,493.0,140.0,18.0,2.3,0.69,0.54,0.54,-0.7,-0.24,0.09,0.27,0.81,1.71,2.6,3.11,3.22,3.23,0.0424,,,,1.0,1,0
CN1CCN(CC1)C(c2ccccc2)c3ccccc3,7.5,,999.0,999.0,999.0,999.0,799.0,100.0,13.0,3.7,2.9,2.7,-1.53,-1.14,-0.73,-0.52,0.01,0.9,1.8,2.33,2.46,2.47,1.0,0.8023,106.5,,1.0,1,0
CN1CCN(CC1)C2=C3C=C(C)SC3=Nc4ccccc4N2,7.78,,200.0,200.0,190.0,120.0,22.0,2.2,0.2,0.034,0.018,0.017,-1.02,-1.02,-0.99,-0.77,-0.06,0.95,1.99,2.76,3.03,3.07,,0.5993,192,476,1.0,1,0
CN1CCN(CC1)C2=C3C=CC=CC3=Nc4ccc(Cl)cc4N2,7.33,,59.0,59.0,52.0,28.0,4.2,0.27,0.024,0.0065,0.0049,0.0046,-0.16,-0.16,-0.12,0.15,0.96,2.17,3.23,3.8,3.92,3.94,0.0118,0.6151,183.5,,1.0,1,0
CN1CCN(CC1)C2=Nc3ccccc3Oc4ccc(Cl)cc24,7.32,,538.0,469.0,210.0,43.0,5.6,0.62,0.1,0.049,0.043,0.043,-1.69,-1.63,-1.28,-0.57,0.31,1.26,2.04,2.35,2.4,2.41,0.103,0.5531,110,,1.0,1,0
CN1CCN(CC1)C2=Nc3ccccc3Sc4ccc(Cl)cc24,7.22,,27.0,24.0,11.0,1.9,0.22,0.025,0.0045,0.0024,0.0022,0.0022,0.16,0.22,0.57,1.33,2.25,3.2,3.94,4.21,4.25,4.25,0.0142,,,,1.0,1,0
CN1CCN(CC1)CC(=O)N2c3ccccc3C(=O)Nc4cccnc24,7.39,11.29,1000.0,1000.0,1000.0,942.0,220.0,27.0,3.9,1.4,1.2,1.2,-3.83,-3.25,-2.93,-2.71,-2.09,-1.17,-0.31,0.12,0.2,0.19,0.682,-0.8957,,,1.0,1,1
CN1CCN(CC1)Cc2ccc(cc2)C(=O)Nc3ccc(C)c(Nc4nccc(n4)c5cccnc5)c3,7.55,13.28,1000.0,260.0,28.0,9.4,2.6,0.33,0.041,0.012,0.0089,0.0084,-2.25,-1.59,-0.63,-0.15,0.41,1.31,2.2,2.75,2.87,2.89,,0.5076,226,,1.0,1,1
CN1CCN(CC1)c2cc(c(cn2)N(C)C(=O)C(C)(C)c3cc(cc(c3)C(F)(F)F)C(F)(F)F)c4ccccc4C,7.89,,1000.0,1000.0,1000.0,1000.0,390.0,22.0,1.7,0.35,0.22,0.21,-1.28,-1.27,-1.26,-1.12,-0.46,0.79,1.9,2.59,2.8,2.82,0.00285,,,,0.0,1,0
CN1CCN(CCCCN2C(=O)CN(/N=C/c3oc(cc3)c4ccc(Cl)cc4)C2=O)CC1,7.72,,55.0,50.0,32.0,9.6,2.6,0.39,0.045,0.0087,0.005,0.0045,-0.77,-0.74,-0.53,0.0,0.56,1.38,2.32,3.04,3.29,3.32,0.0861,-0.5057,,,1.0,1,0
CN1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1,7.66,,86.0,79.0,41.0,12.0,3.5,0.52,0.06,0.012,0.0075,0.0071,0.55,0.6,0.87,1.4,1.94,2.78,3.71,4.4,4.61,4.64,0.015,0.7729,228,,1.0,1,0
CN1CCN(CCCN2c3ccccc3Sc4ccc(cc24)C(F)(F)F)CC1,7.66,,94.0,82.0,45.0,13.0,3.7,0.53,0.061,0.013,0.0082,0.0073,0.52,0.57,0.85,1.38,1.91,2.76,3.69,4.37,4.59,4.62,0.0122,0.6856,,,1.0,1,0
CN1CCN(CCCN2c3ccccc3Sc4ccc(cc24)[S](=O)(=O)N(C)C)CC1,7.65,,19.0,17.0,8.9,2.6,0.76,0.11,0.013,0.0026,0.0016,0.0015,0.17,0.21,0.48,1.02,1.56,2.4,3.33,4.02,4.23,4.26,0.0569,-0.6568,140,,1.0,1,0
CN1CCN2C(C1)c3ccccc3Cc4cccnc24,8.1,,1000.0,1000.0,1000.0,1000.0,573.0,85.0,9.8,2.0,1.2,1.1,-3.21,-3.15,-2.84,-2.32,-1.81,-0.98,-0.05,0.64,0.86,0.88,,0.7283,115,432.4,1.0,1,0
CN1CC[C@@]23CCCC[C@@H]2[C@@H]1Cc4ccc(C)cc34,9.06,,160.0,160.0,160.0,160.0,140.0,77.0,14.0,1.6,0.28,0.14,1.51,1.51,1.51,1.52,1.56,1.83,2.58,3.51,4.28,4.56,0.00154,,,,1.0,1,0
CN1CC[C@@]23[C@H]4CCC(=O)[C@@H]2Oc5c(O)ccc(C[C@@H]14)c35,8.53,9.34,628.0,628.0,625.0,594.0,391.0,88.0,11.0,1.7,0.97,3.1,-0.97,-0.97,-0.97,-0.95,-0.79,-0.19,0.72,1.53,1.76,1.24,,0.8647,,,1.0,1,1
CN1CC[C@]23CCCC[C@H]2[C@H]1Cc4ccc(O)cc34,9.06,10.07,993.0,993.0,993.0,978.0,852.0,373.0,57.0,6.9,1.5,1.7,0.16,0.16,0.16,0.16,0.21,0.54,1.33,2.25,2.9,2.86,1.84,0.8767,198.5,,1.0,1,1
CN1CC[C@]23[C@H]4Oc5c(O)ccc(C[C@@H]1[C@]2(O)CCC4=O)c35,7.58,9.17,1000.0,1000.0,1000.0,1000.0,1000.0,140.0,19.0,6.3,8.1,42.0,-1.95,-1.95,-1.94,-1.82,-1.3,-0.41,0.48,0.96,0.84,0.14,25.6,0.7798,248.5,,1.0,1,1
CN1CC[C@]23[C@H]4Oc5c(OC(C)=O)ccc(C[C@@H]1[C@@H]2C=C[C@@H]4OC(C)=O)c35,7.93,,150.0,150.0,150.0,130.0,63.0,9.6,1.1,0.22,0.13,0.12,-1.52,-1.52,-1.51,-1.46,-1.13,-0.33,0.6,1.31,1.54,1.58,0.6,0.7924,173,273,1.0,1,0
CN1CC[C@]23[C@H]4Oc5c(OCc6ccccc6)ccc(C[C@@H]1[C@@H]2C=C[C@@H]4O)c35,8.22,13.4,75.0,71.0,71.0,68.0,45.0,9.4,1.1,0.17,0.068,0.06,-0.41,-0.41,-0.41,-0.38,-0.19,0.48,1.4,2.23,2.62,2.68,0.4,0.8227,132,,1.0,1,1
CN1CCc2cc3OCOc3cc2[C@H]1[C@@H]4OC(=O)c5c6OCOc6ccc45,6.71,,4.0,3.7,3.2,1.1,0.16,0.019,0.0048,0.0033,0.0032,0.0031,0.28,0.29,0.38,0.82,1.68,2.59,3.2,3.36,3.38,3.38,0.361,,,,1.0,1,0
CN1N(C(=O)C=C1C)c2ccccc2,0.65,,23.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,0.27,0.42,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,51.9,0.8273,114,319,1.0,1,0
CN1N=C(SC1=NC(C)=O)[S](N)(=O)=O,-3.63,7.31,1.3,1.3,1.3,1.3,1.3,1.3,1.9,7.1,43.0,110.0,0.13,0.13,0.13,0.13,0.13,0.11,-0.04,-0.62,-1.39,-1.79,3.5,-0.6196,213.5,,1.0,1,1
CN1N=C2CCN(C[C@@]2(Cc3ccccc3)C1=O)C(=O)[C@@H](COCc4ccccc4)NC(=O)C(C)(C)N,8.22,15.64,61.0,56.0,56.0,42.0,14.0,1.8,0.23,0.061,0.046,0.044,-1.83,-1.78,-1.76,-1.66,-1.17,-0.29,0.62,1.17,1.31,1.32,0.02,,,,1.0,1,1
CN1N=Nc2n(cnc2C(N)=O)C1=O,-1.63,14.77,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,-1.27,-1.27,-1.27,-1.27,-1.27,-1.27,-1.27,-1.27,-1.27,-1.27,5.09,0.5608,212,,1.0,1,1
CN1[C@@H]2CC[C@@H]1CC(C2)OC(c3ccccc3)c4ccccc4,10.54,,43.0,43.0,43.0,43.0,43.0,43.0,31.0,9.5,1.2,0.15,0.93,0.93,0.93,0.93,0.93,0.94,1.06,1.59,2.48,3.38,,0.7912,135,547.8,1.0,1,0
CN=C(NCCSCc1nc[nH]c1C)NC#N,7.07,14.13,545.0,270.0,230.0,210.0,100.0,17.0,2.5,0.91,0.76,0.73,-2.93,-2.63,-2.57,-2.51,-2.2,-1.43,-0.59,-0.16,-0.08,-0.07,9.38,-0.6358,142,,1.0,1,1
CN=C1CN(O)C(=C2C=C(Cl)C=CC2=N1)c3ccccc3,2.38,,1000.0,230.0,78.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,1.13,1.92,2.39,2.48,2.49,2.49,2.49,2.49,2.49,2.49,2.0,0.5868,236.25,,1.0,1,0
CNC(=O)N(N(CCCl)[S](C)(=O)=O)[S](C)(=O)=O,-1.82,10.92,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.6,-0.73,-0.73,-0.73,-0.73,-0.73,-0.73,-0.73,-0.73,-0.73,-0.78,0.736,-0.6019,,,1.0,1,1
CNC(=O)Oc1ccc2N(C)[C@H]3N(C)CC[C@@]3(C)c2c1,8.32,12.23,1000.0,1000.0,1000.0,1000.0,1000.0,837.0,96.0,17.0,9.1,8.3,-1.98,-1.85,-1.83,-1.78,-1.5,-0.74,0.2,0.95,1.22,1.26,7.76,0.5804,105.5,,1.0,1,1
CNC(=O)[C@@H](C)[C@@H]1N([C@@H]2CC[C@H](O)[C@H](C)O2)C(=C(C(=O)/C=C/C(C)=C/[C@@H](C)[C@@H]3O[C@]4(C)O[C@@H](C=C[C@]45CO5)[C@@H]3C)C1=O)O,-0.72,4.5,0.0072,0.0072,0.0078,0.0096,0.031,0.24,2.1,11.0,21.0,23.0,3.5,3.51,3.5,3.39,2.89,2.0,1.05,0.31,0.05,0.01,0.0386,-0.632,,,1.0,1,1
CNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc23,0.11,12.68,0.1,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,3.8,3.86,3.87,3.87,3.87,3.87,3.87,3.87,3.87,3.87,0.0793,,,,1.0,1,1
CNC(=O)c1c(I)c(N(C)C(C)=O)c(I)c(C(=O)NCC(=O)Nc2c(I)c(C(O)=O)c(I)c(C(=O)NCCO)c2I)c1I,-2.87,0.89,2.4,14.0,120.0,710.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,-0.95,-1.73,-2.67,-3.42,-3.7,-3.74,-3.75,-3.75,-3.76,-3.85,,,254,,0.0,1,1
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,2.66,12.89,0.018,0.0026,0.00046,0.00023,0.00021,0.00021,0.00021,0.00021,0.00021,0.00022,2.88,3.72,4.48,4.77,4.81,4.82,4.82,4.82,4.82,4.79,,-0.5138,,,1.0,1,1
CNC(=O)c1cnn(c1)c2nc(N)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2,1.32,13.07,0.78,0.29,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.24,-1.74,-1.33,-1.25,-1.24,-1.24,-1.24,-1.24,-1.24,-1.24,-1.24,4.85,-0.7753,,,1.0,1,1
CNC(=S)NCCSCc1nc[nH]c1C,7.08,14.14,1000.0,1000.0,1000.0,1000.0,990.0,170.0,24.0,9.0,7.6,7.3,-2.12,-1.98,-1.96,-1.9,-1.58,-0.81,0.03,0.45,0.53,0.54,0.0287,-0.56,,,1.0,1,1
CNC(C)(C)Cc1ccccc1,10.38,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,500.0,60.0,8.3,-0.49,-0.49,-0.49,-0.49,-0.48,-0.47,-0.31,0.3,1.22,2.08,0.457,0.7962,25,,1.0,1,0
CNC(C)CC1CCCCC1,10.78,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,157.0,19.0,-0.12,-0.12,-0.12,-0.12,-0.12,-0.11,-0.04,0.37,1.21,2.14,0.0904,0.7226,,,1.0,1,0
CNC(NCc1ccccc1)=NC,13.61,,252.0,250.0,248.0,248.0,248.0,248.0,245.0,216.0,99.0,18.0,-0.28,-0.27,-0.27,-0.27,-0.27,-0.27,-0.27,-0.21,0.13,0.88,1.58,0.5072,196,,1.0,1,0
CNC1(C)C2CCC(C2)C1(C)C,11.35,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,326.0,40.0,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.1,0.07,0.69,1.61,0.124,0.611,,72,1.0,1,0
CNC1(CCCCC1=O)c2ccccc2Cl,6.46,,782.0,751.0,547.0,150.0,18.0,2.4,0.81,0.64,0.62,0.62,-0.09,-0.07,0.07,0.64,1.55,2.43,2.9,3.0,3.01,3.01,,0.6326,92.5,,1.0,1,0
CNC1C(O)C(OCC1(C)O)OC2C(O)C(OC3OC(CN)C(O)C(O)C3O)C(N)CC2NC(=O)C(O)CN,9.52,11.01,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,-10.78,-10.78,-10.78,-10.78,-10.77,-10.67,-10.13,-7.67,-5.51,-4.84,63.0,,,,0.0,1,1
CNC1CCc2cc(OC)c(OC)c(OC)c2C3=CC=C(OC)C(=O)C=C13,8.48,,340.0,340.0,340.0,330.0,240.0,67.0,8.2,1.1,0.35,0.28,-1.47,-1.47,-1.47,-1.45,-1.32,-0.75,0.15,1.03,1.52,1.62,0.032,,,,1.0,1,0
CNCC(O)c1ccc(O)c(O)c1,9.16,9.6,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,528.0,59.0,12.0,18.0,-3.64,-3.64,-3.64,-3.64,-3.61,-3.4,-2.73,-1.82,-1.15,-1.31,,,,,,1,1
CNCC(O)c1ccc(O)cc1,9.37,9.98,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,617.0,92.0,57.0,-2.97,-2.97,-2.97,-2.97,-2.95,-2.82,-2.25,-1.35,-0.52,-0.32,18.6,,,,1.0,1,1
CNCC(O)c1ccc(OC(=O)C(C)(C)C)c(OC(=O)C(C)(C)C)c1,9.01,13.69,300.0,300.0,300.0,290.0,270.0,150.0,27.0,3.1,0.53,0.26,-0.41,-0.41,-0.41,-0.41,-0.37,-0.11,0.63,1.57,2.34,2.64,,-0.7458,146.5,,1.0,1,1
CNCCC(Oc1ccc(cc1)C(F)(F)F)c2ccccc2,10.05,,71.0,71.0,71.0,71.0,71.0,65.0,34.0,5.9,0.68,0.12,0.83,0.83,0.83,0.83,0.83,0.88,1.15,1.91,2.84,3.6,,0.8867,195,395.1,1.0,1,0
CNCCC=C1c2ccccc2CCc3ccccc13,10.0,,82.0,82.0,82.0,82.0,79.0,71.0,37.0,6.1,0.71,0.13,0.87,0.87,0.87,0.87,0.88,0.92,1.22,2.0,2.93,3.67,0.000874,0.774,,396.62,1.0,1,0
CNCCCC12CCC(c3ccccc13)c4ccccc24,10.62,,17.0,17.0,17.0,17.0,17.0,17.0,14.0,4.4,0.58,0.072,1.26,1.26,1.26,1.26,1.27,1.28,1.38,1.87,2.75,3.65,,0.7214,93,,1.0,1,0
CNCCCC1c2ccccc2C=Cc3ccccc13,10.61,,66.0,66.0,66.0,66.0,66.0,63.0,50.0,16.0,2.1,0.26,1.26,1.26,1.26,1.26,1.26,1.27,1.38,1.87,2.75,3.66,0.00104,0.7821,170,,1.0,1,0
CNCCCN1c2ccccc2CCc3ccccc13,10.4,,110.0,40.0,29.0,29.0,29.0,27.0,18.0,4.3,0.51,0.072,0.27,0.72,0.85,0.87,0.87,0.9,1.07,1.71,2.63,3.48,0.0586,0.8868,216,,1.0,1,0
CNCCc1ccc(OC(=O)C(C)C)c(OC(=O)C(C)C)c1,10.05,,300.0,300.0,300.0,300.0,300.0,270.0,140.0,25.0,2.9,0.49,-1.1,-1.1,-1.1,-1.1,-1.09,-1.05,-0.77,-0.01,0.92,1.68,0.05,,,,1.0,1,0
CNCCc1ccccn1,9.75,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,297.0,-4.11,-4.08,-3.84,-3.36,-3.15,-3.06,-2.73,-1.93,-1.0,-0.29,49.3,0.7747,,,1.0,1,0
CNC[C@H](O)c1ccc(O)c(O)c1,9.16,9.6,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,528.0,59.0,12.0,18.0,-3.64,-3.64,-3.64,-3.64,-3.61,-3.4,-2.73,-1.82,-1.15,-1.31,0.1,-0.8958,,215,1.0,1,1
CNC[C@H](O)c1cccc(O)c1,9.22,9.76,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,448.0,75.0,69.0,-2.98,-2.98,-2.98,-2.98,-2.96,-2.78,-2.13,-1.22,-0.45,-0.41,,-0.7294,142.5,,1.0,1,1
CNNCc1ccc(cc1)C(=O)NC(C)C,7.85,14.74,1000.0,1000.0,1000.0,1000.0,1000.0,783.0,91.0,17.0,9.3,8.4,-3.04,-3.04,-3.03,-2.99,-2.69,-1.91,-0.98,-0.24,0.02,0.06,1.42,0.6013,223,,1.0,1,1
CN[C@@H](C)Cc1ccccc1,10.38,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,949.0,110.0,16.0,-0.9,-0.9,-0.9,-0.9,-0.9,-0.88,-0.72,-0.11,0.81,1.67,0.928,0.8675,,,1.0,1,0
CN[C@@H](C)[C@@H](O)c1ccccc1,9.38,13.96,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,140.0,48.0,-2.02,-2.02,-2.02,-2.02,-2.0,-1.86,-1.28,-0.37,0.5,0.97,8.26,0.8866,119,,1.0,1,1
CN[C@@H](C)[C@H](O)c1ccccc1,9.38,13.96,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,140.0,48.0,-2.02,-2.02,-2.02,-2.02,-2.0,-1.86,-1.28,-0.37,0.5,0.97,8.26,0.8866,34,255,1.0,1,1
CN[C@@H]1CCc2[nH]c3ccc(cc3c2C1)C(N)=O,10.38,16.39,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,535.0,71.0,8.8,-2.17,-2.17,-2.17,-2.17,-2.17,-2.16,-2.05,-1.56,-0.68,0.22,,-0.5794,,,1.0,1,1
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n3c4ccccc4c5c6CNC(=O)c6c7c8ccccc8n2c7c35,8.97,14.25,0.084,0.084,0.084,0.084,0.075,0.035,0.0056,0.00065,0.00013,7.5e-05,2.16,2.17,2.17,2.17,2.23,2.55,3.34,4.27,4.99,5.23,0.0439,-0.5213,,,1.0,1,1
CN[C@@H]1[C@@H](O)[C@H](OC[C@]1(C)O)O[C@H]2[C@H](N)C[C@H](N)[C@@H](O[C@H]3O[C@H](CN)CC[C@H]3N)[C@@H]2O,9.52,13.29,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,-10.03,-10.03,-10.02,-10.01,-9.89,-9.45,-8.93,-7.32,-4.47,-3.2,20.5,-0.7232,,,0.0,1,1
CN[C@@]1(CCCCC1=O)c2ccccc2Cl,6.46,,782.0,751.0,547.0,150.0,18.0,2.4,0.81,0.64,0.62,0.62,-0.09,-0.07,0.07,0.64,1.55,2.43,2.9,3.0,3.01,3.01,,,,363.8,1.0,1,0
CN[C@H](C)Cc1ccccc1,10.38,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,949.0,110.0,16.0,-0.9,-0.9,-0.9,-0.9,-0.9,-0.88,-0.72,-0.11,0.81,1.67,0.928,,,,1.0,1,0
CN[C@H](CC(C)C)C(=O)NC1[C@H](O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)[C@@H](O)[C@@H]6NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@H](CC(N)=O)NC1=O)c7ccc(O)c(c7)c8c(O)cc(O)cc8[C@@H](NC6=O)C(O)=O)c3O[C@@H]9O[C@H](CO)[C@@H](O)[C@H](O)[C@H]9O[C@H]%10C[C@](C)(N)[C@H](O)[C@H](C)O%10)c(Cl)c2,8.38,2.95,1.4,1.1,0.57,0.39,0.36,0.36,0.39,0.67,1.7,22.0,-5.5,-5.39,-5.1,-4.93,-4.91,-4.87,-4.67,-4.27,-4.94,-6.61,0.225,-0.7094,,,0.0,1,1
CN[C@H](CC(C)C)C(=O)N[C@@H]1[C@H](O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)[C@@H](O[C@H]6C[C@](C)(N)[C@@H](O)[C@H](C)O6)[C@@H]7NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@H](CC(N)=O)NC1=O)c8ccc(O)c(c8)c9c(O)cc(O)cc9[C@@H](NC7=O)C(O)=O)c3O[C@@H]%10O[C@H](CO)[C@@H](O)[C@H](O)[C@H]%10O[C@H]%11C[C@](C)(NCc%12ccc(cc%12)c%13ccc(Cl)cc%13)[C@@H](O)[C@H](C)O%11)c(Cl)c2,8.33,2.93,2.5,2.0,1.0,0.7,0.65,0.54,0.13,0.011,0.047,3.2,-1.26,-1.15,-0.85,-0.69,-0.66,-0.59,-0.08,0.88,0.27,-1.39,10.0,-0.7039,,810.3,0.0,1,1
CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]2[C@@H](O[C@@H](C)[C@]2(O)C=O)O[C@H]3[C@H](O)[C@@H](O)[C@H](N=C(N)N)[C@@H](O)[C@@H]3N=C(N)N,13.4,11.51,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,808.0,698.0,-6.32,-6.32,-6.32,-6.32,-6.29,-6.1,-5.46,-4.68,-4.3,-4.24,12.8,-0.6968,,,0.0,1,1
CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]2[C@@H](O[C@@H](C)[C@]2(O)CO)O[C@@H]3[C@@H](O)[C@H](O)[C@@H](N=C(N)N)[C@H](O)[C@H]3N=C(N)N,13.4,12.59,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,-6.59,-6.59,-6.59,-6.59,-6.56,-6.37,-5.73,-4.95,-4.57,-4.5,16.0,,,,0.0,1,1
