SMILES,Most Basic,Most Acidic,Mass Solubility pH 1,Mass Solubility pH 2,Mass Solubility pH 3,Mass Solubility pH 4,Mass Solubility pH 5,Mass Solubility pH 6,Mass Solubility pH 7,Mass Solubility pH 8,Mass Solubility pH 9,Mass Solubility pH 10,LogD pH 1,LogD pH 2,LogD pH 3,LogD pH 4,LogD pH 5,LogD pH 6,LogD pH 7,LogD pH 8,LogD pH 9,LogD pH 10,Water Solubility,Caco-2 permeable,Melting Point (°C),Boiling Point (°C),Bioavailability,Bi Basic,Bi Acidic
N[C@@H](CCC(N)=O)C(O)=O,9.36,2.27,282.0,47.0,23.0,20.0,20.0,20.0,20.0,22.0,34.0,158.0,-4.6,-4.31,-4.11,-4.08,-4.08,-4.08,-4.08,-4.1,-4.28,-4.82,97.8,-0.8957,,,1.0,1,1
N[C@@H](CCS)C(O)=O,9.27,2.24,1000.0,210.0,100.0,95.0,93.0,93.0,93.0,99.0,157.0,918.0,-2.81,-2.53,-2.34,-2.3,-2.3,-2.3,-2.3,-2.33,-2.51,-3.14,14.8,-0.7281,,,1.0,1,1
N[C@@H](CN(O)N=O)C(O)=O,8.98,2.01,16.0,4.3,3.1,3.0,3.1,3.4,6.6,43.0,904.0,1000.0,-3.81,-3.51,-3.41,-3.4,-3.4,-3.44,-3.69,-4.24,-4.79,-5.5,,-0.6474,,,1.0,1,1
N[C@@H](CO[P](O)(O)=O)C(O)=O,11.8,1.71,381.0,324.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,-6.05,-6.07,-6.53,-6.73,-6.83,-7.18,-7.62,-7.74,-7.8,-8.05,19.9,-0.7232,,,1.0,1,1
N[C@@H](CSO)C(O)=O,8.84,2.11,182.0,38.0,23.0,22.0,22.0,22.0,22.0,26.0,62.0,447.0,-3.25,-2.95,-2.81,-2.79,-2.79,-2.79,-2.79,-2.85,-3.19,-3.79,342.0,-0.6772,,,1.0,1,1
N[C@@H](CSSC[C@H](N)C(O)=O)C(O)=O,8.72,1.7,58.0,2.9,1.2,1.1,1.1,1.1,1.2,2.9,60.0,1000.0,-2.94,-2.1,-1.78,-1.73,-1.73,-1.73,-1.78,-2.12,-3.06,-3.78,0.19,-0.7541,,,1.0,1,1
N[C@@H](Cc1ccc(I)cc1)C(O)=O,9.13,2.19,250.0,41.0,20.0,18.0,18.0,18.0,18.0,19.0,32.0,170.0,-1.58,-1.3,-1.1,-1.06,-1.06,-1.06,-1.06,-1.09,-1.31,-1.87,0.274,0.754,,,1.0,1,1
N[C@@H]1CN(CC12CC2)c3c(F)cc4C(=O)C(=CN(C5C[C@@H]5F)c4c3Cl)C(O)=O,9.22,6.39,3.0,2.9,2.8,2.6,1.3,0.29,0.1,0.094,0.24,1.5,-0.49,-0.48,-0.47,-0.46,-0.32,0.15,0.55,0.57,0.19,-0.55,0.055,,,,1.0,1,1
N[C@H](C(O)=O)c1ccc(O)cc1,10.72,2.15,47.0,12.0,7.9,7.5,7.5,7.5,7.5,7.9,11.0,45.0,-2.61,-2.31,-2.2,-2.18,-2.18,-2.18,-2.18,-2.2,-2.32,-2.83,7.44,,,,1.0,1,1
N[C@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(O)=O,8.27,2.12,0.15,0.023,0.01,0.0093,0.0093,0.01,0.021,0.18,6.0,200.0,1.69,1.96,2.18,2.22,2.22,2.17,1.9,1.29,0.6,0.1,0.00898,-0.653,235.5,,1.0,1,1
N[S](=O)(=O)Cc1noc2ccccc12,-3.34,9.56,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.79,0.98,2.8,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.7,0.61,0.16,2.09,-0.6385,162,,1.0,1,1
N[S](=O)(=O)c1cc(C(O)=O)c(NCc2occc2)cc1Cl,-2.49,3.04,0.03,0.033,0.06,0.32,2.8,17.0,36.0,43.0,46.0,73.0,2.3,2.26,2.01,1.27,0.34,-0.46,-0.79,-0.84,-0.88,-1.09,0.0731,-0.6436,,,1.0,1,1
N[S](=O)(=O)c1cc(Cl)c(Cl)c(c1)[S](N)(=O)=O,-7.56,8.95,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.34,0.95,15.0,0.34,0.34,0.34,0.34,0.34,0.34,0.33,0.27,-0.16,-1.38,0.398,-0.54,,,1.0,1,1
N[S](=O)(=O)c1cc(c(NCc2sccc2)cc1Cl)c3n[nH]nn3,0.41,3.58,0.022,0.016,0.019,0.052,0.32,1.1,1.4,1.5,1.6,3.0,1.22,1.36,1.29,0.85,0.06,-0.47,-0.59,-0.61,-0.65,-0.91,0.0929,,,,1.0,1,1
N[S](=O)(=O)c1cc(cc(N2CCCC2)c1Oc3ccccc3)C(O)=O,4.34,10.22,3.1,0.4,0.1,0.091,0.3,2.4,19.0,72.0,110.0,160.0,0.34,1.14,1.75,1.8,1.27,0.38,-0.43,-0.78,-0.86,-1.03,0.0914,-0.6466,,,1.0,1,1
N[S](=O)(=O)c1cc(ccc1Cl)C2(O)NC(=O)c3ccccc23,-3.85,9.57,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.25,0.31,0.91,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.69,0.6,0.13,0.12,-0.6272,239,,1.0,1,1
N[S](=O)(=O)c1cc2c(CN(C3CCCCC3)C2=O)cc1Cl,-2.54,9.55,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.095,0.28,1.78,1.78,1.78,1.78,1.78,1.78,1.77,1.76,1.67,1.21,0.0803,,,,1.0,1,1
N[S](=O)(=O)c1cc2c(NC(=N[S]2(=O)=O)CSCc3ccccc3)cc1Cl,,9.57,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.002,0.0042,0.029,0.35,2.58,2.58,2.58,2.58,2.57,2.57,2.52,2.21,1.37,0.29,0.00891,-0.705,210.5,,1.0,0,1
N[S](=O)(=O)c1cc2c(NC(CSCC(F)(F)F)N[S]2(=O)=O)cc1Cl,-4.85,8.22,0.18,0.18,0.18,0.18,0.18,0.18,0.19,0.29,1.4,20.0,0.71,0.71,0.71,0.71,0.71,0.71,0.68,0.51,-0.16,-1.32,0.346,,,,1.0,1,1
N[S](=O)(=O)c1cc2c(NC(Cc3ccccc3)N[S]2(=O)=O)cc1C(F)(F)F,-4.21,8.63,0.046,0.046,0.046,0.046,0.051,0.051,0.051,0.063,0.2,3.2,1.29,1.29,1.29,1.29,1.29,1.29,1.28,1.19,0.68,-0.52,0.108,-0.7105,222.5,,1.0,1,1
N[S](=O)(=O)c1cc2c(NC(N[S]2(=O)=O)C(Cl)Cl)cc1Cl,,7.12,0.38,0.38,0.38,0.38,0.38,0.42,0.65,2.8,19.0,99.0,0.13,0.13,0.13,0.13,0.13,0.1,-0.08,-0.73,-1.57,-2.28,0.8,-0.7869,,,1.0,0,1
N[S](=O)(=O)c1cc2c(NC(N[S]2(=O)=O)C3CC4CC3C=C4)cc1Cl,-4.31,8.73,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.014,0.039,0.58,1.73,1.73,1.73,1.73,1.73,1.73,1.72,1.65,1.2,0.05,0.279,-0.7087,229.5,,1.0,1,1
N[S](=O)(=O)c1cc2c(NC=N[S]2(=O)=O)cc1Cl,,9.62,0.17,0.17,0.17,0.17,0.17,0.17,0.2,0.53,3.8,35.0,-0.15,-0.15,-0.15,-0.15,-0.15,-0.16,-0.23,-0.65,-1.52,-2.49,0.266,-0.7368,342.75,,1.0,0,1
N[S](=O)(=O)c1cc2c(NCN[S]2(=O)=O)cc1C(F)(F)F,-4.21,8.63,1.6,1.6,1.6,1.6,1.6,1.6,1.6,2.0,6.3,100.0,0.07,0.07,0.07,0.07,0.07,0.07,0.06,-0.03,-0.54,-1.74,0.3,-0.8221,272.5,,1.0,1,1
N[S](=O)(=O)c1cc2c(NCN[S]2(=O)=O)cc1Cl,-4.08,8.95,1.8,1.8,1.8,1.8,1.8,1.8,1.8,2.1,4.8,57.0,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.03,-0.08,-0.44,-1.52,0.722,-0.8956,267,,1.0,1,1
N[S](=O)(=O)c1ccc(cc1)N2CCCC[S]2(=O)=O,-5.8,9.9,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.44,0.46,0.93,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.51,0.21,1.96,-0.6039,,,1.0,1,1
N[S](=O)(=O)c1ccc(cc1)[S](=O)(=O)Nc2cccc3c(Cl)c[nH]c23,-7.85,8.14,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0036,0.0054,0.026,0.3,2.49,2.49,2.49,2.49,2.49,2.49,2.47,2.28,1.61,0.55,0.0213,-0.532,,,1.0,1,1
Nc1c(Br)cc(Br)cc1CNC2CCC(O)CC2,8.69,15.12,200.0,160.0,150.0,140.0,120.0,49.0,6.8,0.83,0.19,0.12,1.33,1.45,1.47,1.48,1.55,1.96,2.8,3.73,4.36,4.54,0.0185,,233.75,,1.0,1,1
Nc1c2CCCCc2nc3CCCc13,10.88,,290.0,290.0,290.0,290.0,290.0,290.0,279.0,205.0,56.0,7.7,-0.85,-0.85,-0.85,-0.85,-0.85,-0.84,-0.83,-0.7,-0.14,0.73,1.58,,,,1.0,1,0
Nc1cc(Cl)c(NC2=NCCN2)c(Cl)c1,9.26,,252.0,56.0,23.0,19.0,18.0,17.0,8.8,1.6,0.34,0.2,-1.45,-0.79,-0.4,-0.33,-0.31,-0.27,0.01,0.74,1.42,1.65,0.409,0.8503,,,1.0,1,0
Nc1ccc(N=Nc2ccccc2)c(N)n1,4.16,,26.0,9.6,1.4,0.23,0.11,0.098,0.096,0.096,0.096,0.096,-0.2,0.22,1.05,1.83,2.16,2.21,2.21,2.21,2.21,2.21,0.202,0.7633,,442.3,1.0,1,0
Nc1ccc(O)c(c1)C(O)=O,5.43,1.9,1.0,0.49,0.44,0.44,0.58,1.8,15.0,140.0,1000.0,1000.0,-1.71,-1.66,-1.65,-1.66,-1.74,-2.08,-2.35,-2.41,-2.41,-2.41,12.2,-0.8829,283,,1.0,1,1
Nc1ccc(cc1)[S](=O)(=O)NC(=O)c2ccccc2,1.11,4.85,0.39,0.16,0.14,0.15,0.26,1.3,6.6,12.0,13.0,13.0,1.27,1.66,1.72,1.7,1.45,0.75,0.04,-0.22,-0.26,-0.26,0.134,,,,1.0,1,1
Nc1ccc(cc1)[S](=O)(=O)Nc2ccccn2,2.13,8.54,37.0,3.2,1.0,0.85,0.82,0.82,0.85,0.95,2.1,12.0,-1.21,-0.15,0.33,0.42,0.43,0.44,0.43,0.37,0.02,-0.74,0.268,0.8866,192,,1.0,1,1
Nc1ccc(cc1)[S](=O)(=O)Nc2ccnn2c3ccccc3,1.79,6.47,0.44,0.085,0.05,0.047,0.047,0.05,0.091,0.47,2.4,4.1,0.41,1.12,1.35,1.38,1.38,1.34,1.08,0.38,-0.32,-0.57,1.5,0.5558,181,,1.0,1,1
Nc1ccc(cc1)[S](=O)(=O)Nc2cnc3ccccc3n2,1.99,5.65,0.21,0.063,0.048,0.045,0.045,0.054,0.12,0.69,2.9,4.2,0.77,1.3,1.41,1.43,1.42,1.36,1.01,0.25,-0.37,-0.55,0.0761,,,,1.0,1,1
Nc1ccc(cc1)[S](=O)(=O)Nc2ncccn2,1.64,6.81,3.5,1.1,0.83,0.8,0.83,1.1,3.3,20.0,60.0,78.0,-0.7,-0.2,-0.09,-0.08,-0.09,-0.19,-0.68,-1.46,-1.95,-2.06,0.077,0.6988,,,1.0,1,1
Nc1ccc(cc1)[S](=O)(=O)Nc2sccn2,2.19,7.24,49.0,5.4,2.2,1.9,1.9,2.0,3.1,12.0,71.0,160.0,-1.35,-0.41,-0.02,0.04,0.05,0.03,-0.15,-0.76,-1.52,-1.88,0.373,-0.6975,189,,1.0,1,1
Nc1ccc(cc1)[S](=O)(=O)c2ccc(N)cc2,1.24,,0.55,0.19,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.48,0.92,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.38,0.5879,175.5,,1.0,1,0
Nc1ccc(cc1)[S](N)(=O)=O,1.85,10.1,150.0,26.0,13.0,11.0,11.0,11.0,11.0,11.0,12.0,16.0,-1.8,-1.03,-0.72,-0.67,-0.67,-0.67,-0.67,-0.67,-0.69,-0.82,7.5,0.5881,165.5,,1.0,1,1
Nc1ccc2cc3ccc(N)cc3nc2c1,9.67,,8.6,8.2,8.2,8.2,8.2,7.3,3.8,0.69,0.096,0.033,-0.69,-0.67,-0.67,-0.67,-0.67,-0.62,-0.34,0.41,1.26,1.72,500.0,0.7041,285,,1.0,1,0
Nc1cccc(CN2C(Cc3ccccc3)C(O)C(O)C(Cc4ccccc4)N(Cc5cccc(N)c5)C2=O)c1,4.84,14.1,5.9,5.4,1.1,0.026,0.0031,0.002,0.0019,0.0019,0.0019,0.0019,0.38,0.43,1.13,2.75,3.67,3.86,3.88,3.88,3.88,3.88,0.0207,0.8616,,,1.0,1,1
Nc1cccc2C(=O)N(Cc12)C3CCC(=O)NC3=O,2.77,10.75,827.0,110.0,26.0,18.0,18.0,18.0,18.0,18.0,18.0,20.0,-3.14,-2.27,-1.65,-1.49,-1.47,-1.47,-1.47,-1.47,-1.47,-1.53,,-0.5981,,,1.0,1,1
Nc1ccccc1C(O)=O,2.11,4.94,21.0,5.8,4.4,5.5,18.0,130.0,1000.0,1000.0,1000.0,1000.0,0.55,1.09,1.2,1.11,0.61,-0.27,-1.18,-1.73,-1.86,-1.88,6.11,0.7127,188.5,,1.0,1,1
Nc1ccccc1O,4.74,9.76,1000.0,1000.0,764.0,100.0,26.0,19.0,17.0,17.0,21.0,51.0,-1.98,-1.79,-1.14,-0.27,0.32,0.48,0.49,0.49,0.42,0.03,20.0,0.662,174,,1.0,1,1
Nc1nc(Cl)nc2n(cnc12)[C@H]3C[C@H](O)[C@@H](CO)O3,1.25,13.75,200.0,86.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,-1.41,-1.05,-0.99,-0.98,-0.98,-0.98,-0.98,-0.98,-0.98,-0.98,6.35,-0.7394,215,,1.0,1,1
Nc1nc(F)nc2n(cnc12)[C@@H]3O[C@H](CO)[C@@H](O)[C@@H]3O,1.3,13.05,0.88,0.37,0.34,0.31,0.31,0.31,0.31,0.31,0.31,0.31,-1.24,-0.87,-0.81,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,,-0.7128,260,,1.0,1,1
Nc1nc(N)c2nc(CC(CC#C)c3ccc(cc3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)cnc2n1,5.66,3.53,3.1,2.6,1.1,0.57,1.1,12.0,180.0,482.0,549.0,554.0,-2.71,-2.7,-2.61,-2.49,-2.81,-3.69,-4.56,-4.91,-4.96,-4.97,0.0178,-0.7518,,,0.0,1,1
Nc1nc(N)c2nc(c3ccccc3)c(N)nc2n1,6.28,,9.4,9.4,8.6,4.8,0.96,0.13,0.041,0.03,0.03,0.03,-1.34,-1.33,-1.3,-1.06,-0.34,0.52,1.03,1.15,1.16,1.16,,0.7017,316,,1.0,1,0
Nc1nc(N)nc(Nc2ccc(cc2)[As]3SCC(CO)S3)n1,4.73,14.19,,,,,,,,,,,,,,,,,,,,,0.804,,,,1.0,1,1
Nc1nc(NC2CC2)c3ncn([C@@H]4C[C@H](CO)C=C4)c3n1,4.86,14.86,7.2,6.0,2.3,0.34,0.057,0.026,0.023,0.023,0.023,0.023,-1.33,-1.26,-0.86,-0.03,0.76,1.1,1.15,1.16,1.16,1.16,77.0,-0.5808,165,,1.0,1,1
Nc1nc(Sc2ccccc2)c3ncn(CCOC[P](=O)(OCC(F)(F)F)OCC(F)(F)F)c3n1,2.64,,0.16,0.021,0.0057,0.0041,0.004,0.004,0.004,0.004,0.004,0.004,0.73,1.6,2.18,2.32,2.34,2.34,2.34,2.34,2.34,2.34,0.164,-0.5808,,,0.0,1,0
Nc1nccc2n(cnc12)[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O,7.86,13.24,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,200.0,45.0,29.0,26.6,-2.59,-2.59,-2.58,-2.57,-2.42,-1.85,-0.97,-0.31,-0.12,-0.09,12.5,-0.8957,,,1.0,1,1
Nc1ncnc2n(CCOC[P](O)(O)=O)cnc12,4.19,2.37,9.6,1.3,0.52,0.57,1.9,17.0,284.0,1000.0,1000.0,1000.0,-2.94,-2.72,-2.48,-2.54,-3.05,-3.73,-4.19,-4.7,-4.95,-4.99,2.02,,,,1.0,1,1
Nc1ncnc2n(C[C@@H](O)[C@@H](O)C(O)=O)cnc12,4.25,3.37,17.0,2.0,0.48,0.43,1.3,11.0,100.0,1000.0,1000.0,1000.0,-2.82,-2.56,-2.14,-2.11,-2.6,-3.42,-3.97,-4.1,-4.12,-4.12,9.78,-0.7164,,,1.0,1,1
Nc1ncnc2n(cnc12)C3OC(CO)C(O)C3O,3.82,13.11,999.0,572.0,80.0,14.0,7.5,6.9,6.7,6.7,6.7,6.7,-3.15,-2.68,-1.83,-1.08,-0.8,-0.76,-0.75,-0.75,-0.75,-0.76,14.0,-0.8957,,,1.0,1,1
Nc1ncnc2n(cnc12)C3OC(CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)C(O)C3O,3.82,0.97,160.0,310.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,-6.17,-6.55,-7.39,-8.19,-8.83,-9.15,-9.46,-9.94,-10.12,-10.15,4.49,-0.7475,176,,0.0,1,1
Nc1ncnc2nc[nH]c12,9.42,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,200.0,89.0,-4.14,-4.13,-4.13,-4.13,-4.13,-4.11,-3.93,-3.3,-2.55,-2.2,11.5,-0.5225,,,1.0,1,0
Nc1nnc(c(N)n1)c2cccc(Cl)c2Cl,5.39,,46.0,41.0,20.0,3.3,0.51,0.18,0.15,0.15,0.15,0.15,-1.25,-1.2,-0.9,-0.13,0.71,1.15,1.23,1.24,1.24,1.24,0.488,0.8867,179,503.1,1.0,1,0
Nc1nnnn1c2ccccc2,1.33,,6.6,2.1,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,0.08,0.58,0.68,0.7,0.7,0.7,0.7,0.7,0.7,0.7,5.61,,,,1.0,1,0
O.CC(N=C(NC#N)Nc1ccncc1)C(C)(C)C,7.36,,74.0,74.0,74.0,66.0,32.0,5.2,0.76,0.29,0.24,0.24,-0.19,-0.19,-0.18,-0.13,0.19,0.97,1.8,2.22,2.3,2.31,0.136,,,,1.0,1,0
O.CCOC(=O)[C@H](CCc1ccccc1)N[C@H]2CCCN3CCC[C@H](N3C2=O)C(O)=O,5.55,2.28,140.0,3.3,0.22,0.046,0.042,0.17,1.5,14.0,110.0,340.0,-1.71,-1.15,-0.34,0.28,0.3,-0.28,-1.06,-1.46,-1.53,-1.54,,-0.7698,,,1.0,1,1
O.O.C[C@H]1CN(CC[C@@]1(C)c2cccc(O)c2)C[C@H](Cc3ccccc3)C(=O)NCC(O)=O,7.97,3.39,68.0,8.9,1.5,0.76,0.68,0.68,0.76,1.7,12.0,200.0,-0.11,-0.03,0.25,0.44,0.48,0.48,0.42,0.1,-0.5,-0.98,0.1,-0.6875,,,1.0,1,1
O.O.NCCCC[C@H](N[C@@H](CCc1ccccc1)C(O)=O)C(=O)N2CCC[C@H]2C(O)=O,10.5,2.18,1000.0,240.0,22.0,7.3,6.1,6.9,13.0,77.0,507.0,1000.0,-0.48,-0.07,0.5,0.88,0.96,0.93,0.67,0.2,-0.01,-0.13,97.0,-0.7605,,,1.0,1,1
O.O.O.CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(O)=O,7.14,2.44,5.1,0.69,0.23,0.19,0.18,0.22,0.58,4.4,51.0,1000.0,-2.17,-1.96,-1.69,-1.62,-1.62,-1.69,-2.08,-2.64,-2.92,-3.3,0.958,-0.8722,194,743.2,1.0,1,1
O=C(NC1CCN(CC1)CCc2c[nH]c3ccccc23)c4ccccc4,8.88,14.32,210.0,210.0,210.0,200.0,170.0,66.0,9.4,1.1,0.26,0.18,-0.23,-0.23,-0.23,-0.22,-0.14,0.27,1.12,2.04,2.67,2.85,0.00863,,209,,1.0,1,1
O=C(OC1C(OC(=O)c2cccnc2)C(OC(=O)c3cccnc3)C(OC(=O)c4cccnc4)C(OC(=O)c5cccnc5)C1OC(=O)c6cccnc6)c7cccnc7,3.92,,997.0,997.0,1.8,0.022,0.011,0.0097,0.0097,0.0097,0.0097,0.0097,-3.39,-2.26,1.68,3.61,3.91,3.94,3.94,3.95,3.95,3.95,,,,,0.0,1,0
O=C(OCCN1CCCCC1)C2(CCCCC2)C3CCCCC3,8.29,,51.0,51.0,51.0,48.0,32.2,7.1,0.84,0.12,0.051,0.042,2.55,2.55,2.55,2.58,2.77,3.42,4.35,5.18,5.57,5.64,0.00172,,,,1.0,1,0
O=C(OCc1ccccc1)c2ccccc2,,,0.079,0.079,0.079,0.079,0.079,0.079,0.079,0.079,0.079,0.079,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,0.0154,,21,323.5,1.0,0,0
O=C(OOC(=O)c1ccccc1)c2ccccc2,,,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,2.86,2.86,2.86,2.86,2.86,2.86,2.86,2.86,2.86,2.86,,,104.5,,1.0,0,0
O=C(c1ccccc1)c2ccccc2,,,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,3.21,3.21,3.21,3.21,3.21,3.21,3.21,3.21,3.21,3.21,0.137,0.9389,47.8,305.4,1.0,0,0
O=C(c1ccccn1)c2cnn3c(ccnc23)c4ccncc4,1.92,,1.1,0.19,0.1,0.096,0.093,0.093,0.093,0.093,0.093,0.093,1.09,1.86,2.11,2.15,2.15,2.16,2.16,2.16,2.16,2.16,0.0833,,,,1.0,1,0
O=C1C(CC[S](=O)c2ccccc2)C(=O)N(N1c3ccccc3)c4ccccc4,-0.66,2.75,0.022,0.025,0.061,0.38,2.5,5.7,6.5,6.9,6.9,6.9,1.87,1.82,1.45,0.64,-0.17,-0.54,-0.6,-0.61,-0.61,-0.61,0.0312,-0.5583,136.5,,1.0,1,1
O=C1C(c2ccccc2)C(=O)c3ccccc13,,7.72,0.0056,0.0056,0.0056,0.0056,0.0056,0.0056,0.0067,0.016,0.11,0.67,3.13,3.13,3.13,3.13,3.13,3.12,3.06,2.67,1.85,1.05,0.027,0.7697,150,,1.0,0,1
O=C1C=CC=C2[C@@H]3CNC[C@H](C3)CN12,10.5,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,-2.93,-2.93,-2.93,-2.93,-2.92,-2.88,-2.6,-1.84,-0.9,-0.15,8.14,,152.5,218,1.0,1,0
O=C1CC2(CCCC2)CC(=O)N1CCCCN3CCN(CC3)c4ncccn4,7.72,,995.0,948.0,659.0,170.0,24.0,2.6,0.33,0.1,0.081,0.081,-2.51,-2.49,-2.33,-1.75,-0.88,0.08,0.97,1.47,1.58,1.59,0.588,-0.538,202,,1.0,1,0
O=C1CCC(=O)N1,-4.44,9.62,221.0,221.0,221.0,221.0,221.0,222.0,222.0,227.0,273.0,735.0,-1.17,-1.17,-1.17,-1.17,-1.17,-1.17,-1.18,-1.18,-1.27,-1.7,228.0,,,,1.0,1,1
O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,-2.55,10.7,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.7,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.32,0.25,0.545,-0.5651,270,,1.0,1,1
O=C1CCCCC1,,,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,25.0,0.839,31,155.4,1.0,0,0
O=C1CCCO1,,,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,-0.63,-0.63,-0.63,-0.63,-0.63,-0.63,-0.63,-0.63,-0.63,-0.63,238.0,0.6346,,,1.0,0,0
O=C1CCc2cc(OCCCCc3nnnn3C4CCCCC4)ccc2N1,2.19,14.22,0.18,0.011,0.0041,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,1.62,2.86,3.29,3.35,3.36,3.36,3.36,3.36,3.36,3.36,0.0324,-0.5666,160,,1.0,1,1
O=C1CN(CC2N1CCc3ccccc23)C(=O)C4CCCCC4,-0.98,,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,2.65,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,0.4,0.5496,136,,1.0,1,0
O=C1CN2C3CC(CC2CC1C3)OC(=O)c4c[nH]c5ccccc45,6.22,15.36,91.0,84.0,55.0,11.0,1.4,0.2,0.084,0.075,0.071,0.071,-0.53,-0.5,-0.3,0.37,1.3,2.13,2.5,2.56,2.57,2.57,,0.5119,278,,1.0,1,1
O=C1N(C[C@@H]2CCCc3cccc1c23)[C@@H]4CN5CCC4CC5,9.77,,180.0,180.0,180.0,180.0,170.0,100.0,21.0,2.4,0.39,0.17,-0.64,-0.64,-0.64,-0.64,-0.61,-0.4,0.29,1.22,2.03,2.39,0.464,0.5986,,,1.0,1,0
O=C1N([Se]c2ccccc12)c3ccccc3,-0.4,,,,,,,,,,,,,,,,,,,,,,4.35,,,,1.0,1,0
O=C1N(c2ccccc2)c3ccccc3C1(Cc4ccncc4)Cc5ccncc5,6.01,,240.0,240.0,230.0,94.0,2.7,0.17,0.082,0.074,0.074,0.074,-1.55,-1.55,-1.53,-1.14,0.4,1.6,1.91,1.95,1.95,1.95,0.00188,,,,1.0,1,0
O=C1N=CN=C2NNC=C12,1.37,9.2,0.86,0.3,0.23,0.23,0.23,0.23,0.23,0.23,0.3,0.93,-1.12,-0.66,-0.56,-0.55,-0.55,-0.55,-0.55,-0.56,-0.67,-1.16,,-0.6232,,250.36,1.0,1,1
O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3,-2.81,8.28,0.19,0.19,0.19,0.19,0.19,0.2,0.2,0.25,0.86,5.3,1.42,1.42,1.42,1.42,1.42,1.42,1.41,1.29,0.78,-0.01,,0.8867,295,,1.0,1,1
O=C1NC(=O)C2=C(N1)NC(=O)N2,-1.89,5.6,0.018,0.018,0.018,0.018,0.022,0.061,0.37,1.3,1.7,1.8,-1.11,-1.11,-1.11,-1.12,-1.2,-1.64,-2.43,-2.96,-3.09,-3.12,9.61,,300,,1.0,1,1
O=C1NC(=O)C2=CNNC2=N1,0.23,10.67,0.29,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.27,0.52,-1.13,-1.05,-1.05,-1.04,-1.04,-1.04,-1.05,-1.05,-1.09,-1.37,4.58,-0.6863,,,1.0,1,1
O=C1NC=CC(=O)N1,-4.19,8.95,1.8,1.8,1.8,1.8,1.8,1.8,1.9,2.6,8.9,54.0,-1.04,-1.04,-1.04,-1.04,-1.04,-1.04,-1.05,-1.18,-1.72,-2.5,3.6,-0.8957,338,,1.0,1,1
O=C1NCC2(CCN(CCc3ccccc3)CC2)O1,9.45,12.44,942.0,937.0,935.0,932.0,893.0,630.0,160.0,20.0,2.6,0.94,-2.21,-2.21,-2.21,-2.21,-2.19,-2.04,-1.44,-0.53,0.34,0.79,2.75,,232.5,,1.0,1,1
